Content,Label
"Jul 29 12:17:39 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.52,2> stalling for more than 1 min...(drops=10 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.53,4> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.53,0> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.53,0> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.53,4> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.52,0> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.52,5> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.52,2> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.53,2> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.53,5> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.53,2> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.52,4> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.53,5> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.54,0> stalling for more than 1 min...(drops=11 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.55,0> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.54,0> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.55,0> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.55,4> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.55,4> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.55,5> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.54,4> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.55,2> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.55,2> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.54,5> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:40 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.55,5> stalling for more than 1 min...(drops=14 err=0) ;-; Jul 29 12:17:42 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.52,5> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:17:42 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.52,4> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:17:42 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.52,0> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:17:43 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.54,2> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:17:43 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.54,5> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:17:43 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.54,4> stalling for more than 1 min...(drops=24 err=0)",0
"Jul 29 12:17:56 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.87,0> stalling for more than 1 min...(drops=36 err=0) ;-; Jul 29 12:17:57 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.87,4> stalling for more than 1 min...(drops=28 err=0) ;-; Jul 29 12:17:57 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.87,5> stalling for more than 1 min...(drops=28 err=0) ;-; Jul 29 12:17:58 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.88,5> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:17:58 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.87,5> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:17:58 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.88,5> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:17:58 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.88,4> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:17:58 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.88,4> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:17:58 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.87,2> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:17:58 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.88,2> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:17:58 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.88,2> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:17:58 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.87,4> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:17:58 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.87,2> stalling for more than 1 min...(drops=27 err=0) ;-; Jul 29 12:17:58 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.88,0> stalling for more than 1 min...(drops=33 err=0) ;-; Jul 29 12:17:58 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.88,0> stalling for more than 1 min...(drops=33 err=0) ;-; Jul 29 12:17:58 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.87,0> stalling for more than 1 min...(drops=33 err=0) ;-; Jul 29 12:18:01 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.85,4> stalling for more than 1 min...(drops=25 err=0) ;-; Jul 29 12:18:02 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.85,0> stalling for more than 1 min...(drops=33 err=0) ;-; Jul 29 12:18:03 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.85,0> stalling for more than 1 min...(drops=31 err=0) ;-; Jul 29 12:18:03 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.86,0> stalling for more than 1 min...(drops=31 err=0) ;-; Jul 29 12:18:04 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.85,2> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:18:04 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.86,2> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:18:04 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.85,4> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:18:04 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.86,5> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:18:04 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.86,4> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:18:04 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.86,2> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:18:04 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.86,5> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:18:04 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.86,4> stalling for more than 1 min...(drops=24 err=0) ;-; Jul 29 12:18:05 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.86,0> stalling for more than 1 min...(drops=32 err=0) ;-; Jul 29 12:18:05 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.85,5> stalling for more than 1 min...(drops=11 err=0) ;-; Jul 29 12:18:05 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.9,::ffff:192.170.52.85,2> stalling for more than 1 min...(drops=11 err=0) ;-; Jul 29 12:18:05 localhost kernel: RDS/IB: re-connect <::ffff:192.170.52.10,::ffff:192.170.52.85,5> stalling for more than 1 min...(drops=11 err=0)",0
"Jul 29 16:07:44 localhost kernel: NMI watchdog: Perf event create on CPU 0 failed with -2 ;-; Jul 29 16:07:44 localhost kernel: acpi PNP0A03:00: _OSC failed (AE_NOT_FOUND); disabling ASPM ;-; Jul 29 16:07:44 localhost kernel: acpi PNP0A03:00: fail to add MMCONFIG information, can't access extended PCI configuration space under this bridge. ;-; Jul 29 16:07:44 localhost kernel: pci 0000:00:01.0: Activating ISA DMA hang workarounds",1
Jul 29 08:46:13 scaqae12adm03 systemd: Unit rc-oracle-exadata-zero.service entered failed state. ;-; Jul 29 08:46:13 scaqae12adm03 systemd: rc-oracle-exadata-zero.service failed. ;-; Jul 29 08:46:14 scaqae12adm03 systemd: Unit dbserverd.service entered failed state. ;-; Jul 29 08:46:14 scaqae12adm03 systemd: dbserverd.service failed.,1
Jul 29 08:47:43 scaqae12adm03 systemd: Unit exadata-netdiag-dump.service entered failed state. ;-; Jul 29 08:47:43 scaqae12adm03 systemd: exadata-netdiag-dump.service failed.,1
Jul 29 08:50:33 scaqae12adm03 kernel: NMI watchdog: Perf event create on CPU 0 failed with -2 ;-; Jul 29 08:50:33 scaqae12adm03 kernel: PM-Timer failed consistency check  (0xffffff) - aborting.,1
Jul 29 09:18:44 scaqae12adm03 systemd-logind: Failed to abandon session scope: Connection reset by peer,1
Jul 29 09:19:37 scaqae12adm03 systemd: systemd-networkd.socket failed to queue service startup job (Maybe the service file is missing or not a non-template unit?): Transaction is destructive. ;-; Jul 29 09:19:37 scaqae12adm03 systemd: Unit systemd-networkd.socket entered failed state.,1
Jul 29 09:20:14 scaqae12adm03 systemd: Unit exadata-netdiag-dump.service entered failed state. ;-; Jul 29 09:20:14 scaqae12adm03 systemd: exadata-netdiag-dump.service failed. ;-; Jul 29 09:20:14 scaqae12adm03 systemd: Failed unmounting /proc/xen.,1
Jul 29 09:23:34 scaqae12adm03 kernel: NMI watchdog: Perf event create on CPU 0 failed with -2 ;-; Jul 29 09:23:34 scaqae12adm03 kernel: PM-Timer failed consistency check  (0xffffff) - aborting.,1
Jul 29 09:28:10 scaqae12adm03 kernel: NMI watchdog: Perf event create on CPU 0 failed with -2 ;-; Jul 29 09:28:11 scaqae12adm03 kernel: PM-Timer failed consistency check  (0xffffff) - aborting.,1
